Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
10/24/24,3/1/20,3/31/20,By Month,2020,3,,,New York,706,10161,113,1312,410,80,1684,
10/24/24,4/1/20,4/30/20,By Month,2020,4,,,New York,7289,17462,211,4670,3651,31,8325,
10/24/24,5/1/20,5/31/20,By Month,2020,5,,,New York,2720,10806,133,1781,1196,,3307,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/1/20,6/30/20,By Month,2020,6,,,New York,629,8212,105,758,259,0,1128,
10/24/24,7/1/20,7/31/20,By Month,2020,7,,,New York,238,8256,103,576,72,0,742,
10/24/24,8/1/20,8/31/20,By Month,2020,8,,,New York,145,8157,103,515,49,0,611,
10/24/24,9/1/20,9/30/20,By Month,2020,9,,,New York,121,8254,107,608,44,,686,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/1/20,10/31/20,By Month,2020,10,,,New York,292,8770,105,616,97,,816,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/1/20,11/30/20,By Month,2020,11,,,New York,933,9359,112,936,339,,1535,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/1/20,12/31/20,By Month,2020,12,,,New York,3119,12128,135,1808,1192,,3738,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/1/21,1/31/21,By Month,2021,1,,,New York,4347,13333,140,2405,1765,,4991,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/1/21,2/28/21,By Month,2021,2,,,New York,2217,10071,121,1493,982,,2730,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/1/21,3/31/21,By Month,2021,3,,,New York,1155,9427,105,1070,517,,1709,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/1/21,4/30/21,By Month,2021,4,,,New York,898,8813,106,918,436,,1381,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/1/21,5/31/21,By Month,2021,5,,,New York,527,8682,107,787,240,,1075,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/1/21,6/30/21,By Month,2021,6,,,New York,239,7986,102,590,109,,721,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/1/21,7/31/21,By Month,2021,7,,,New York,127,8395,105,585,50,,663,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/21,8/31/21,By Month,2021,8,,,New York,460,9053,114,790,220,,1031,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/1/21,9/30/21,By Month,2021,9,,,New York,855,9146,119,1003,435,0,1423,
10/24/24,10/1/21,10/31/21,By Month,2021,10,,,New York,995,9856,118,1085,478,,1604,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/1/21,11/30/21,By Month,2021,11,,,New York,1084,10084,121,1147,535,,1697,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/1/21,12/31/21,By Month,2021,12,,,New York,1899,11269,126,1605,910,,2602,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/1/22,1/31/22,By Month,2022,1,,,New York,3047,12498,131,1949,1292,18,3722,
10/24/24,2/1/22,2/28/22,By Month,2022,2,,,New York,1315,9319,112,1129,566,,1880,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/1/22,3/31/22,By Month,2022,3,,,New York,422,8970,100,730,155,,1005,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/1/22,4/30/22,By Month,2022,4,,,New York,345,8594,104,698,111,23,955,
10/24/24,5/1/22,5/31/22,By Month,2022,5,,,New York,617,9063,112,743,178,25,1205,
10/24/24,6/1/22,6/30/22,By Month,2022,6,,,New York,386,8368,107,622,128,,884,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/1/22,7/31/22,By Month,2022,7,,,New York,380,8608,108,650,111,,924,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/22,8/31/22,By Month,2022,8,,,New York,411,8747,111,649,124,,938,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/1/22,9/30/22,By Month,2022,9,,,New York,426,8513,111,632,114,,946,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/1/22,10/31/22,By Month,2022,10,,,New York,570,9300,111,783,167,,1188,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/1/22,11/30/22,By Month,2022,11,,,New York,515,9418,113,762,154,32,1153,
10/24/24,12/1/22,12/31/22,By Month,2022,12,,,New York,660,10610,118,965,192,212,1638,
10/24/24,1/1/23,1/31/23,By Month,2023,1,,,New York,634,10174,107,956,201,111,1493,
10/24/24,2/1/23,2/28/23,By Month,2023,2,,,New York,428,8535,103,700,124,10,1014,
10/24/24,3/1/23,3/31/23,By Month,2023,3,,,New York,351,9083,101,679,84,,947,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/1/23,4/30/23,By Month,2023,4,,,New York,184,8447,102,668,60,,797,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/1/23,5/31/23,By Month,2023,5,,,New York,133,8620,106,676,45,,769,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/1/23,6/30/23,By Month,2023,6,,,New York,108,8116,103,574,29,,658,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/1/23,7/31/23,By Month,2023,7,,,New York,80,8194,102,567,25,,625,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/23,8/31/23,By Month,2023,8,,,New York,142,8508,108,592,49,,688,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/1/23,9/30/23,By Month,2023,9,,,New York,245,8202,107,586,81,,753,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/1/23,10/19/24,By Month,2023,10,,,New York,304,9203,110,730,99,,938,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/1/23,11/30/23,By Month,2023,11,,,New York,252,8746,105,644,90,12,817,
10/24/24,12/1/23,12/31/23,By Month,2023,12,,,New York,358,9770,109,855,119,60,1152,
10/24/24,1/1/20,1/31/20,By Month,2020,1,,,Texas,0,19050,97,1412,0,184,1596,
10/24/24,2/1/20,2/29/20,By Month,2020,2,,,Texas,,17630,105,1202,0,160,1363,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/1/20,3/31/20,By Month,2020,3,,,Texas,99,18577,104,1412,32,116,1593,
10/24/24,4/1/20,4/30/20,By Month,2020,4,,,Texas,934,18572,113,1660,392,24,2226,
10/24/24,5/1/20,5/31/20,By Month,2020,5,,,Texas,964,18731,113,1560,449,13,2087,
10/24/24,6/1/20,6/30/20,By Month,2020,6,,,Texas,1436,19174,120,1629,612,,2456,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/1/20,7/31/20,By Month,2020,7,,,Texas,6971,26490,163,4703,3593,11,8087,
10/24/24,8/1/20,8/31/20,By Month,2020,8,,,Texas,5147,23894,147,3829,2795,,6186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/1/20,9/30/20,By Month,2020,9,,,Texas,2342,19892,126,2224,1260,,3311,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/1/20,10/31/20,By Month,2020,10,,,Texas,2867,21230,125,2586,1574,12,3890,
10/24/24,11/1/20,11/30/20,By Month,2020,11,,,Texas,5224,23448,137,4038,3025,14,6245,
10/24/24,12/1/20,12/31/20,By Month,2020,12,,,Texas,7557,27013,145,5412,4298,26,8680,
10/24/24,1/1/21,1/31/21,By Month,2021,1,,,Texas,10725,30681,157,7364,6199,20,11896,
10/24/24,2/1/21,2/28/21,By Month,2021,2,,,Texas,5831,24064,143,4427,3409,15,6855,
10/24/24,3/1/21,3/31/21,By Month,2021,3,,,Texas,2673,21062,118,2634,1601,10,3716,
10/24/24,4/1/21,4/30/21,By Month,2021,4,,,Texas,1460,19162,117,1810,836,,2440,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/1/21,5/31/21,By Month,2021,5,,,Texas,1209,19223,116,1568,664,,2117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/1/21,6/30/21,By Month,2021,6,,,Texas,766,18463,116,1360,442,,1687,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/1/21,7/31/21,By Month,2021,7,,,Texas,1343,19837,122,1778,765,,2360,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/21,8/31/21,By Month,2021,8,,,Texas,7321,26564,163,5499,4427,13,8399,
10/24/24,9/1/21,9/30/21,By Month,2021,9,,,Texas,8794,27272,173,6475,5471,15,9810,
10/24/24,10/1/21,10/31/21,By Month,2021,10,,,Texas,4449,23097,136,3783,2817,13,5425,
10/24/24,11/1/21,11/30/21,By Month,2021,11,,,Texas,1957,20451,119,2169,1166,,2967,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/1/21,12/31/21,By Month,2021,12,,,Texas,2259,21620,116,2522,1355,46,3467,
10/24/24,1/1/22,1/31/22,By Month,2022,1,,,Texas,6489,27880,143,4836,3585,39,7762,
10/24/24,2/1/22,2/28/22,By Month,2022,2,,,Texas,4803,23084,137,3756,2781,25,5790,
10/24/24,3/1/22,3/31/22,By Month,2022,3,,,Texas,1363,20447,115,1716,692,44,2426,
10/24/24,4/1/22,4/30/22,By Month,2022,4,,,Texas,437,18218,111,1134,193,31,1405,
10/24/24,5/1/22,5/31/22,By Month,2022,5,,,Texas,323,18429,111,1059,124,14,1271,
10/24/24,6/1/22,6/30/22,By Month,2022,6,,,Texas,518,18493,116,1079,206,17,1404,
10/24/24,7/1/22,7/31/22,By Month,2022,7,,,Texas,1090,20116,124,1381,417,,2055,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/22,8/31/22,By Month,2022,8,,,Texas,1132,19567,120,1341,467,,2012,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/1/22,9/30/22,By Month,2022,9,,,Texas,745,18515,118,1218,287,11,1685,
10/24/24,10/1/22,10/31/22,By Month,2022,10,,,Texas,477,19318,114,1120,186,39,1449,
10/24/24,11/1/22,11/30/22,By Month,2022,11,,,Texas,401,19481,114,1212,163,156,1599,
10/24/24,12/1/22,12/31/22,By Month,2022,12,,,Texas,836,21910,117,1718,387,205,2355,
10/24/24,1/1/23,1/31/23,By Month,2023,1,,,Texas,1113,21639,111,1806,532,110,2484,
10/24/24,2/1/23,2/28/23,By Month,2023,2,,,Texas,632,18901,112,1377,308,41,1735,
10/24/24,3/1/23,3/31/23,By Month,2023,3,,,Texas,458,19975,112,1291,197,26,1572,
10/24/24,4/1/23,4/30/23,By Month,2023,4,,,Texas,328,18695,114,1124,148,15,1316,
10/24/24,5/1/23,5/31/23,By Month,2023,5,,,Texas,224,19002,115,1115,110,12,1240,
10/24/24,6/1/23,6/30/23,By Month,2023,6,,,Texas,143,18645,117,1024,59,10,1116,
10/24/24,7/1/23,7/31/23,By Month,2023,7,,,Texas,137,19072,118,984,49,,1080,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/23,8/31/23,By Month,2023,8,,,Texas,293,19222,118,1031,126,12,1209,
10/24/24,9/1/23,9/30/23,By Month,2023,9,,,Texas,427,18519,118,1096,195,20,1344,
10/24/24,10/1/23,10/19/24,By Month,2023,10,,,Texas,324,18961,112,1192,143,24,1393,
10/24/24,11/1/23,11/30/23,By Month,2023,11,,,Texas,333,19277,113,1197,149,52,1429,
10/24/24,12/1/23,12/31/23,By Month,2023,12,,,Texas,394,21011,113,1440,178,146,1791,
10/24/24,1/1/20,1/31/20,By Month,2020,1,,,Washington,0,5366,97,334,0,50,384,
10/24/24,2/1/20,2/29/20,By Month,2020,2,,,Washington,,4784,100,317,,33,352,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/1/20,3/31/20,By Month,2020,3,,,Washington,289,5438,106,539,146,51,730,
10/24/24,4/1/20,4/30/20,By Month,2020,4,,,Washington,549,5373,115,556,297,13,820,
10/24/24,5/1/20,5/31/20,By Month,2020,5,,,Washington,275,4994,106,348,141,,487,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/1/20,6/30/20,By Month,2020,6,,,Washington,159,4705,106,255,81,,334,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/1/20,7/31/20,By Month,2020,7,,,Washington,292,5230,113,362,140,,516,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/20,8/31/20,By Month,2020,8,,,Washington,290,5243,115,346,136,,501,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/1/20,9/30/20,By Month,2020,9,,,Washington,178,5028,114,325,95,,409,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/1/20,10/31/20,By Month,2020,10,,,Washington,245,5199,108,384,130,,501,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/1/20,11/30/20,By Month,2020,11,,,Washington,483,5541,118,500,258,0,725,
10/24/24,12/1/20,12/31/20,By Month,2020,12,,,Washington,938,6118,122,813,553,0,1198,
10/24/24,1/1/21,1/31/21,By Month,2021,1,,,Washington,790,6041,109,687,459,,1019,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/1/21,2/28/21,By Month,2021,2,,,Washington,402,5073,106,448,245,0,605,
10/24/24,3/1/21,3/31/21,By Month,2021,3,,,Washington,198,5270,103,322,126,0,394,
10/24/24,4/1/21,4/30/21,By Month,2021,4,,,Washington,232,5191,111,337,140,0,429,
10/24/24,5/1/21,5/31/21,By Month,2021,5,,,Washington,282,5264,112,415,203,,494,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/1/21,6/30/21,By Month,2021,6,,,Washington,206,5615,126,355,139,0,422,
10/24/24,7/1/21,7/31/21,By Month,2021,7,,,Washington,168,5528,120,345,119,0,394,
10/24/24,8/1/21,8/31/21,By Month,2021,8,,,Washington,670,5970,131,677,464,0,883,
10/24/24,9/1/21,9/30/21,By Month,2021,9,,,Washington,1209,6425,146,1045,835,0,1419,
10/24/24,10/1/21,10/31/21,By Month,2021,10,,,Washington,848,6301,131,876,618,,1107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/1/21,11/30/21,By Month,2021,11,,,Washington,647,5877,125,691,491,,849,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/1/21,12/31/21,By Month,2021,12,,,Washington,513,6142,123,625,375,0,763,
10/24/24,1/1/22,1/31/22,By Month,2022,1,,,Washington,1135,7085,128,1016,731,,1424,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
